path,agent4_start_index_sha256,current_worktree_sha256,change_class,result
src/shared/config/atlas/atlasEncoding.ts,dae9eb416d3f74c94ffa6749755b0c0b5dedc96d4a741d3717b3e2a0a5546621,fb79c6a6dff6cf0f9fec6796b24ad3f59445a59343c27d637fcb07f73dcd9fec,presentation_token_update,ACCEPTED_AGENT4_BASELINE
src/shared/config/atlas/atlasEncoding.test.ts,47f1f839fbcaa1c3693284e45c6a5278840683823d2b3bbff773c8ac6949207b,052a28253b1739dddac99a89f5b334acf35bf02f90f1197d433d1d2555aa8166,presentation_contract_test,ACCEPTED_AGENT4_BASELINE
src/shared/lib/atlas/scaleProjection.ts,fe339f420c31fb7f59e52d90f308ed95fc8ddda530feb9e85e2f404024c151ef,fe339f420c31fb7f59e52d90f308ed95fc8ddda530feb9e85e2f404024c151ef,projection_core,PASS_UNCHANGED
src/shared/lib/atlas/scaleProjection.test.ts,a0762d1e4961e86ab434ef39192d088c426b76a4e11f9fe451f622209e47e6f4,a0762d1e4961e86ab434ef39192d088c426b76a4e11f9fe451f622209e47e6f4,projection_core_test,PASS_UNCHANGED
src/shared/lib/atlas/atlasNodeNavigation.ts,9c732a36f6722c250e1e3a7c3d9d1bd9ee4d98325cfeb05e4f9e3628fb304ba5,9c732a36f6722c250e1e3a7c3d9d1bd9ee4d98325cfeb05e4f9e3628fb304ba5,keyboard_core,PASS_UNCHANGED
src/shared/lib/atlas/atlasNodeNavigation.test.ts,449eb155e54b0c7a7a9f382314f1dfafecef231acb8f23faace2cd1b1d204765,e87f31932445e93a0361d459aa586846b76bd3ff8094c98b6ec77a17e9c8d23e,presentation_fixture_test,ACCEPTED_BASELINE_TEST_ONLY
src/shared/lib/atlas/atlasNodeHitTesting.ts,0968728a22d32416219af6fbf0e1e53e6cc1f507bdd63391c8334c34d7bade89,0968728a22d32416219af6fbf0e1e53e6cc1f507bdd63391c8334c34d7bade89,pointer_core,PASS_UNCHANGED
src/shared/lib/atlas/atlasNodeHitTesting.test.ts,c8398b82d1e9925733bd087109327b3b412bb2eaa2bbdc988944d34b0ba61523,6d575a72c4585f5fa91175cab14f18207b13ea255414b3650a24bad918510531,presentation_fixture_test,ACCEPTED_BASELINE_TEST_ONLY
src/shared/lib/atlas/atlasNodeParity.ts,040177a997e7c0e820ab6d851d7d9afc084b1e6ac418bcd645bd837b9bbf7a3e,a86ec7f4995532b9dec9f4e4f1c7e46bb2af49eb0fff6dd66a9cf6c44feecb4f,parity_strengthening,ACCEPTED_MEAN_SIMILARITY_CHECK
src/shared/lib/atlas/atlasNodeParity.test.ts,b2f8f152db24e78c7895d177759fa1bcddbd77e089172ca857c615f869079870,1d627e715d4d45327f389dde226d8896037bdfd5160103418116206b86bdf17c,parity_test,ACCEPTED_BASELINE_TEST_ONLY
src/widgets/atlas-explorer/AtlasNodeGlyph.tsx,aedd918e5c168853f109ebd98215a7cf56a94680fbaa1bb073778f3930c8391b,b6aa6c86db281e3dacffe1ea697ca430101ef6a0d8794e3dd79e99e3ddf5bdb1,presentation_component,ACCEPTED_AGENT4_BASELINE
src/widgets/atlas-explorer/AtlasScene.tsx,e7d15a17d0e3160f7d826d8c992aa36ce571d6cdc6fe2de3493b4eb6946dc58d,57cd084c1f14240b3af5bf1a76494251ea7ee8bcc581c3fa310d0f132a05ec38,presentation_component,ACCEPTED_AGENT4_BASELINE
src/widgets/atlas-explorer/AtlasDomMirror.tsx,b670122dd5cd24a83a34febdf4ccc124e7c61f86f671f41f821c75ee75b8602e,b670122dd5cd24a83a34febdf4ccc124e7c61f86f671f41f821c75ee75b8602e,keyboard_dom_core,PASS_UNCHANGED
src/widgets/atlas-explorer/AtlasExplorer.tsx,b5376e5544cbd1c3570ebde7a48fac83ee6cd26b4e9e53a1a1ae3c645eddbf42,b5376e5544cbd1c3570ebde7a48fac83ee6cd26b4e9e53a1a1ae3c645eddbf42,explorer_core,PASS_UNCHANGED
src/widgets/atlas-explorer/AtlasExplorer.test.tsx,11c7b0998ee9550cc834137c9c85fb45bfabc1e7146ece40c7e187386f9b54a6,a74a1ec255524d80d134665916981fa315bb2f4f473a2b4948933526ca6dc05d,presentation_contract_test,ACCEPTED_BASELINE_TEST_ONLY
tests/e2e/atlas-contract-shell.spec.ts,e8a0bad312c0e5f325b674a237b6864c0b97319c6b45fb752c3f47a86276f4c1,fd1b17ef30caf965b698a0633d4f61483786602feb6b2fa5204f8da722c58bf5,e2e_contract_test,ACCEPTED_BASELINE_TEST_ONLY
